#x     #y      #z      #c      #comment Prime
01      01      17      4       #P 17
01      07      29      4       #P 17
01      11      07      4       #P 17
01      13      11      4       #P 17
01      17      19      4       #P 17
01      19      23      4       #P 17
01      23      01      4       #P 17
01      29      13      4       #P 17
