 #z      #x      #y      #c
 13      1       13      29
 13      2       26      29
 13      3       9       29
 13      4       22      29
 13      5       5       29
 13      6       18      29
 13      7       1       29
 13      8       14      29
 13      9       27      29
 13      10      10      29
 13      11      23      29
 13      12      6       29
 13      13      19      29
 13      14      2       29
 13      15      15      29
 13      16      28      29
 13      17      11      29
 13      18      24      29
 13      19      7       29
 13      20      20      29
 13      21      3       29
 13      22      16      29
 13      23      29      29
 13      24      12      29
 13      25      25      29
 13      26      8       29
 13      27      21      29
 13      28      4       29
 13      29      17      29
 #z      #x      #y      #c
 17      1       17      29
 17      2       4       29
 17      3       21      29
 17      4       8       29
 17      5       25      29
 17      6       12      29
 17      7       29      29
 17      8       16      29
 17      9       3       29
 17      10      20      29
 17      11      7       29
 17      12      24      29
 17      13      11      29
 17      14      28      29
 17      15      15      29
 17      16      2       29
 17      17      19      29
 17      18      6       29
 17      19      23      29
 17      20      10      29
 17      21      27      29
 17      22      14      29
 17      23      1       29
 17      24      18      29
 17      25      5       29
 17      26      22      29
 17      27      9       29
 17      28      26      29
 17      29      13      29
