#z      #x      #y     000
16      42      42     000
16      43      58     000
16      44      44     000
16      45      30     000
16      45      60     000
16      46      46     000
16      47      32     000
16      48      48     000
16      49      34     000
16      50      50     000
16      51      36     000
16      52      52     000
16      53      38     000
16      54      54     000
16      55      40     000
16      56      56     000
16      57      42     000
16      58      58     000
16      59      44     000
16      60      30     000
16      60      60     000
#z2      #x2     #z2   #c2
17      30      30     1
17      31      47     1
17      32      34     1
17      33      51     1
17      34      38     1
17      35      55     1
17      36      42     1
17      37      59     1
17      38      46     1
17      39      33     1
17      40      50     1
17      41      37     1
17      42      54     1
17      43      41     1
17      44      58     1
17      45      45     1
17      46      32     1
17      47      49     1
17      48      36     1
17      49      53     1
17      50      40     1
17      51      57     1
17      52      44     1
17      53      31     1
17      54      48     1
17      55      35     1
17      56      52     1
17      57      39     1
17      58      56     1
17      59      43     1
17      60      30     1
17      60      60     1
#z2      #x2     #z2   #c2
18      30      30     000
18      31      48     000
18      32      36     000
18      33      54     000
18      34      42     000
18      35      30     000
18      35      60     000
18      36      48     000
18      37      36     000
18      38      54     000
18      39      42     000
18      40      30     000
18      40      60     000
18      41      48     000
18      42      36     000
18      43      54     000
18      44      42     000
18      45      30     000
18      45      60     000
18      46      48     000
18      47      36     000
18      48      54     000
18      49      42     000
18      50      30     000
18      50      60     000
18      51      48     000
18      52      36     000
18      53      54     000
18      54      42     000
18      55      30     000
18      55      60     000
18      56      48     000
18      57      36     000
18      58      54     000
18      59      42     000
18      60      30     000
18      60      60     000
#z2      #x2     #z2   #c2
19      30      30     1
19      31      49     1
19      32      38     1
19      33      57     1
19      34      46     1
19      35      35     1
19      36      54     1
19      37      43     1
19      38      32     1
19      39      51     1
19      40      40     1
19      41      59     1
19      42      48     1
19      43      37     1
19      44      56     1
19      45      45     1
19      46      34     1
19      47      53     1
19      48      42     1
19      49      31     1
19      50      50     1
19      51      39     1
19      52      58     1
19      53      47     1
19      54      36     1
19      55      55     1
19      56      44     1
19      57      33     1
19      58      52     1
19      59      41     1
19      60      30     1
19      60      60     1
#z2      #x2     #z2   #c2
20      30      30     000
20      31      50     000
20      32      40     000
20      33      30     000
20      33      60     000
20      34      50     000
20      35      40     000
20      36      30     000
20      36      60     000
20      37      50     000
20      38      40     000
20      39      30     000
20      39      60     000
20      40      50     000
20      41      40     000
20      42      30     000
20      42      60     000
20      43      50     000
20      44      40     000
20      45      30     000
20      45      60     000
20      46      50     000
20      47      40     000
20      48      30     000
20      48      60     000
20      49      50     000
20      50      40     000
20      51      30     000
20      51      60     000
20      52      50     000
20      53      40     000
20      54      30     000
20      54      60     000
20      55      50     000
20      56      40     000
20      57      30     000
20      57      60     000
20      58      50     000
20      59      40     000
20      60      30     000
20      60      60     000
#z2      #x2     #z2   #c2
21      30      30     000
21      31      51     000
21      32      42     000
21      33      33     000
21      34      54     000
21      35      45     000
21      36      36     000
21      37      57     000
21      38      48     000
21      39      39     000
21      40      30     000
21      40      60     000
21      41      51     000
21      42      42     000
21      43      33     000
21      44      54     000
21      45      45     000
21      46      36     000
21      47      57     000
21      48      48     000
21      49      39     000
21      50      30     000
21      50      60     000
21      51      51     000
21      52      42     000
21      53      33     000
21      54      54     000
21      55      45     000
21      56      36     000
21      57      57     000
21      58      48     000
21      59      39     000
21      60      30     000
21      60      60     000
#z2      #x2     #z2   #c2
22      30      30     000
22      31      52     000
22      32      44     000
22      33      36     000
22      34      58     000
22      35      50     000
22      36      42     000
22      37      34     000
22      38      56     000
22      39      48     000
22      40      40     000
22      41      32     000
22      42      54     000
22      43      46     000
22      44      38     000
22      45      30     000
22      45      60     000
22      46      52     000
22      47      44     000
22      48      36     000
22      49      58     000
22      50      50     000
22      51      42     000
22      52      34     000
22      53      56     000
22      54      48     000
22      55      40     000
22      56      32     000
22      57      54     000
22      58      46     000
22      59      38     000
22      60      30     000
22      60      60     000
#z2      #x2     #z2   #c2
23      30      30     1
23      31      53     1
23      32      46     1
23      33      39     1
23      34      32     1
23      35      55     1
23      36      48     1
23      37      41     1
23      38      34     1
23      39      57     1
23      40      50     1
23      41      43     1
23      42      36     1
23      43      59     1
23      44      52     1
23      45      45     1
23      46      38     1
23      47      31     1
23      48      54     1
23      49      47     1
23      50      40     1
23      51      33     1
23      52      56     1
23      53      49     1
23      54      42     1
23      55      35     1
23      56      58     1
23      57      51     1
23      58      44     1
23      59      37     1
23      60      30     1
23      60      60     1
#z2      #x2     #z2   #c2
24      30      30     000
24      31      54     000
24      32      48     000
24      33      42     000
24      34      36     000
24      35      30     000
24      35      60     000
24      36      54     000
24      37      48     000
24      38      42     000
24      39      36     000
24      40      30     000
24      40      60     000
24      41      54     000
24      42      48     000
24      43      42     000
24      44      36     000
24      45      30     000
24      45      60     000
24      46      54     000
24      47      48     000
24      48      42     000
24      49      36     000
24      50      30     000
24      50      60     000
24      51      54     000
24      52      48     000
24      53      42     000
24      54      36     000
24      55      30     000
24      55      60     000
24      56      54     000
24      57      48     000
24      58      42     000
24      59      36     000
24      60      30     000
24      60      60     000
#z2      #x2     #z2   #c2
25      30      30     000
25      31      55     000
25      32      50     000
25      33      45     000
25      34      40     000
25      35      35     000
25      36      30     000
25      36      60     000
25      37      55     000
25      38      50     000
25      39      45     000
25      40      40     000
25      41      35     000
25      42      30     000
25      42      60     000
25      43      55     000
25      44      50     000
25      45      45     000
25      46      40     000
25      47      35     000
25      48      30     000
25      48      60     000
25      49      55     000
25      50      50     000
25      51      45     000
25      52      40     000
25      53      35     000
25      54      30     000
25      54      60     000
25      55      55     000
25      56      50     000
25      57      45     000
25      58      40     000
25      59      35     000
25      60      30     000
25      60      60     000
#z2      #x2     #z2   #c2
26      30      30     000
26      31      56     000
26      32      52     000
26      33      48     000
26      34      44     000
26      35      40     000
26      36      36     000
26      37      32     000
26      38      58     000
26      39      54     000
26      40      50     000
26      41      46     000
26      42      42     000
26      43      38     000
26      44      34     000
26      45      30     000
26      45      60     000
26      46      56     000
26      47      52     000
26      48      48     000
26      49      44     000
26      50      40     000
26      51      36     000
26      52      32     000
26      53      58     000
26      54      54     000
26      55      50     000
26      56      46     000
26      57      42     000
26      58      38     000
26      59      34     000
26      60      30     000
26      60      60     000
#z2      #x2     #z2   #c2
27      30      30     000
27      31      57     000
27      32      54     000
27      33      51     000
27      34      48     000
27      35      45     000
27      36      42     000
27      37      39     000
27      38      36     000
27      39      33     000
27      40      30     000
27      40      60     000
27      41      57     000
27      42      54     000
27      43      51     000
27      44      48     000
27      45      45     000
27      46      42     000
27      47      39     000
27      48      36     000
27      49      33     000
27      50      30     000
27      50      60     000
27      51      57     000
27      52      54     000
27      53      51     000
27      54      48     000
27      55      45     000
27      56      42     000
27      57      39     000
27      58      36     000
27      59      33     000
27      60      30     000
27      60      60     000
#z2      #x2     #z2   #c2
28      30      30     000
28      31      58     000
28      32      56     000
28      33      54     000
28      34      52     000
28      35      50     000
28      36      48     000
28      37      46     000
28      38      44     000
28      39      42     000
28      40      40     000
28      41      38     000
28      42      36     000
28      43      34     000
28      44      32     000
28      45      30     000
28      45      60     000
28      46      58     000
28      47      56     000
28      48      54     000
28      49      52     000
28      50      50     000
28      51      48     000
28      52      46     000
28      53      44     000
28      54      42     000
28      55      40     000
28      56      38     000
28      57      36     000
28      58      34     000
28      59      32     000
28      60      30     000
28      60      60     000
#z2      #x2     #z2   #c2
29      30      30     1
29      31      59     1
29      32      58     1
29      33      57     1
29      34      56     1
29      35      55     1
29      36      54     1
29      37      53     1
29      38      52     1
29      39      51     1
29      40      50     1
29      41      49     1
29      42      48     1
29      43      47     1
29      44      46     1
29      45      45     1
29      46      44     1
29      47      43     1
29      48      42     1
29      49      41     1
29      50      40     1
29      51      39     1
29      52      38     1
29      53      37     1
29      54      36     1
29      55      35     1
29      56      34     1
29      57      33     1
29      58      32     1
29      59      31     1
29      60      30     1
#z2      #x2     #z2   #c2
30      30      30     000
30      30      30     000
30      31      30     000
30      31      60     000
30      32      30     000
30      32      60     000
30      33      30     000
30      33      60     000
30      34      30     000
30      34      60     000
30      35      30     000
30      35      60     000
30      36      30     000
30      36      60     000
30      37      30     000
30      37      60     000
30      38      30     000
30      38      60     000
30      39      30     000
30      39      60     000
30      40      30     000
30      40      60     000
30      41      30     000
30      41      60     000
30      42      30     000
30      42      60     000
30      43      30     000
30      43      60     000
30      44      30     000
30      44      60     000
30      45      30     000
30      45      60     000
30      46      30     000
30      46      60     000
30      47      30     000
30      47      60     000
30      48      30     000
30      48      60     000
30      49      30     000
30      49      60     000
30      50      30     000
30      50      60     000
30      51      30     000
30      51      60     000
30      52      30     000
30      52      60     000
30      53      30     000
30      53      60     000
30      54      30     000
30      54      60     000
30      55      30     000
30      55      60     000
30      56      30     000
30      56      60     000
30      57      30     000
30      57      60     000
30      58      30     000
30      58      60     000
30      59      30     000
30      59      60     000
30      60      30     000
30      60      60     000
