##here1
##z      #x      #y     000
##29    66      84      1
##29    67      83      1
##29    68      82      1
##29    69      81      1
##29    70      80      1
##29    71      79      1
##29    72      78      1
##29    73      77      1
##29    74      76      1
##29    75      75      1
##29    76      74      1
##29    77      73      1
##29    78      72      1
##29    79      71      1
##29    80      70      1
##29    81      69      1
##29    82      68      1
##29    83      67      1
##29    84      66      1
##29    85      65      1
##29    86      64      1
##29    87      63      1
##29    88      62      1
##29    89      61      1
##29    90      60      1
##z2    #VALUE! #VALUE! #c2
30      60      60      0
30      60      60      0
30      61      60      0
30      61      90      0
30      62      60      0
30      62      90      0
30      63      60      0
30      63      90      0
30      64      60      0
30      64      90      0
30      65      60      0
30      65      90      0
30      66      60      0
30      66      90      0
30      67      60      0
30      67      90      0
30      68      60      0
30      68      90      0
30      69      60      0
30      69      90      0
30      70      60      0
30      70      90      0
30      71      60      0
30      71      90      0
30      72      60      0
30      72      90      0
30      73      60      0
30      73      90      0
30      74      60      0
30      74      90      0
30      75      60      0
30      75      90      0
30      76      60      0
30      76      90      0
30      77      60      0
30      77      90      0
30      78      60      0
30      78      90      0
30      79      60      0
30      79      90      0
30      80      60      0
30      80      90      0
30      81      60      0
30      81      90      0
30      82      60      0
30      82      90      0
30      83      60      0
30      83      90      0
30      84      60      0
30      84      90      0
30      85      60      0
30      85      90      0
30      86      60      0
30      86      90      0
30      87      60      0
30      87      90      0
30      88      60      0
30      88      90      0
30      89      60      0
30      89      90      0
30      90      60      0
30      90      90      0
