#x      #y      #z      #c      #comment Prime
00      00      00      0       #
00      01      00      0       #P
00      02      00      0       #
00      03      00      0       #
00      04      00      0       #
00      05      00      0       #
00      06      00      0       #
00      07      00      0       #P
00      08      00      0       #
00      09      00      0       #
00      10      00      0       #
00      11      00      0       #P
00      12      00      0       #
00      13      00      0       #P
00      14      00      0       #
00      15      00      0       #
00      16      00      0       #
00      17      00      0       #P
00      18      00      0       #
00      19      00      0       #P
00      20      00      0       #
00      21      00      0       #
00      22      00      0       #
00      23      00      0       #P
00      24      00      0       #
00      25      00      0       #
00      26      00      0       #
00      27      00      0       #
00      28      00      0       #
00      29      00      0       #P
#x      #y      #z      #c      #comment Prime
00      30      30      0       #
00      31      30      0       #P
00      32      30      0       #
00      33      30      0       #
00      34      30      0       #
00      35      30      0       #
00      36      30      0       #
00      37      30      0       #P
00      38      30      0       #
00      39      30      0       #
00      40      30      0       #
00      41      30      0       #P
00      42      30      0       #
00      43      30      0       #P
00      44      30      0       #
00      45      30      0       #
00      46      30      0       #
00      47      30      0       #P
00      48      30      0       #
00      49      30      0       #
00      50      30      0       #
00      51      30      0       #
00      52      30      0       #
00      53      30      0       #P
00      54      30      0       #
00      55      30      0       #
00      56      30      0       #
00      57      30      0       #
00      58      30      0       #
00      59      30      0       #P
#x      #y      #z      #c      #comment Prime
00      60      60      0       #
00      61      60      0       #P
00      62      60      0       #
00      63      60      0       #
00      64      60      0       #
00      65      60      0       #
00      66      60      0       #
00      67      60      0       #P
00      68      60      0       #
00      69      60      0       #
00      70      60      0       #
00      71      60      0       #P
00      72      60      0       #
00      73      60      0       #
00      74      60      0       #
00      75      60      0       #
00      76      60      0       #
00      77      60      0       #
00      78      60      0       #
00      79      60      0       #P
00      80      60      0       #
00      81      60      0       #
00      82      60      0       #
00      83      60      0       #P
00      84      60      0       #
00      85      60      0       #
00      86      60      0       #
00      87      60      0       #
00      88      60      0       #
00      89      60      0       #P
#x      #y      #z      #c      #comment Prime
02      00      00      2       #
02      01      02      2       #P
02      02      04      2       #
02      03      06      2       #
02      04      08      2       #
02      05      10      2       #
02      06      12      2       #
02      07      14      2       #P
02      08      16      2       #
02      09      18      2       #
02      10      20      2       #
02      11      22      2       #P
02      12      24      2       #
02      13      26      2       #P
02      14      28      2       #
02      15      00      2       #
02      16      02      2       #
02      17      04      2       #P
02      18      06      2       #
02      19      08      2       #P
02      20      10      2       #
02      21      12      2       #
02      22      14      2       #
02      23      16      2       #P
02      24      18      2       #
02      25      20      2       #
02      26      22      2       #
02      27      24      2       #
02      28      26      2       #
02      29      28      2       #P
#x      #y      #z      #c      #comment Prime
02      30      30      2       #
02      31      32      2       #P
02      32      34      2       #
02      33      36      2       #
02      34      38      2       #
02      35      40      2       #
02      36      42      2       #
02      37      44      2       #P
02      38      46      2       #
02      39      48      2       #
02      40      50      2       #
02      41      52      2       #P
02      42      54      2       #
02      43      56      2       #P
02      44      58      2       #
02      45      30      2       #
02      46      32      2       #
02      47      34      2       #P
02      48      36      2       #
02      49      38      2       #
02      50      40      2       #
02      51      42      2       #
02      52      44      2       #
02      53      46      2       #P
02      54      48      2       #
02      55      50      2       #
02      56      52      2       #
02      57      54      2       #
02      58      56      2       #
02      59      58      2       #P
#x      #y      #z      #c      #comment Prime
02      60      60      2       #
02      61      62      2       #P
02      62      64      2       #
02      63      66      2       #
02      64      68      2       #
02      65      70      2       #
02      66      72      2       #
02      67      74      2       #P
02      68      76      2       #
02      69      78      2       #
02      70      80      2       #
02      71      82      2       #P
02      72      84      2       #
02      73      86      2       #
02      74      88      2       #
02      75      60      2       #
02      76      62      2       #
02      77      64      2       #
02      78      66      2       #
02      79      68      2       #P
02      80      70      2       #
02      81      72      2       #
02      82      74      2       #
02      83      76      2       #P
02      84      78      2       #
02      85      80      2       #
02      86      82      2       #
02      87      84      2       #
02      88      86      2       #
02      89      88      2       #P
#x      #y      #z      #c      #comment Prime
03      00      00      3       #
03      01      03      3       #P
03      02      06      3       #
03      03      09      3       #
03      04      12      3       #
03      05      15      3       #
03      06      18      3       #
03      07      21      3       #P
03      08      24      3       #
03      09      27      3       #
03      10      00      3       #
03      11      03      3       #P
03      12      06      3       #
03      13      09      3       #P
03      14      12      3       #
03      15      15      3       #
03      16      18      3       #
03      17      21      3       #P
03      18      24      3       #
03      19      27      3       #P
03      20      00      3       #
03      21      03      3       #
03      22      06      3       #
03      23      09      3       #P
03      24      12      3       #
03      25      15      3       #
03      26      18      3       #
03      27      21      3       #
03      28      24      3       #
03      29      27      3       #P
#x      #y      #z      #c      #comment Prime
03      30      30      3       #
03      31      33      3       #P
03      32      36      3       #
03      33      39      3       #
03      34      42      3       #
03      35      45      3       #
03      36      48      3       #
03      37      51      3       #P
03      38      54      3       #
03      39      57      3       #
03      40      30      3       #
03      41      33      3       #P
03      42      36      3       #
03      43      39      3       #P
03      44      42      3       #
03      45      45      3       #
03      46      48      3       #
03      47      51      3       #P
03      48      54      3       #
03      49      57      3       #
03      50      30      3       #
03      51      33      3       #
03      52      36      3       #
03      53      39      3       #P
03      54      42      3       #
03      55      45      3       #
03      56      48      3       #
03      57      51      3       #
