#x      #y      #z      #c      #comment Prime
03      58      54      3       #
03      59      57      3       #P
#x      #y      #z      #c      #comment Prime
03      60      60      3       #
03      61      63      3       #P
03      62      66      3       #
03      63      69      3       #
03      64      72      3       #
03      65      75      3       #
03      66      78      3       #
03      67      81      3       #P
03      68      84      3       #
03      69      87      3       #
03      70      60      3       #
03      71      63      3       #P
03      72      66      3       #
03      73      69      3       #
03      74      72      3       #
03      75      75      3       #
03      76      78      3       #
03      77      81      3       #
03      78      84      3       #
03      79      87      3       #P
03      80      60      3       #
03      81      63      3       #
03      82      66      3       #
03      83      69      3       #P
03      84      72      3       #
03      85      75      3       #
03      86      78      3       #
03      87      81      3       #
03      88      84      3       #
03      89      87      3       #P
#x      #y      #z      #c      #comment Prime
04      00      00      4       #
04      01      04      4       #P
04      02      08      4       #
04      03      12      4       #
04      04      16      4       #
04      05      20      4       #
04      06      24      4       #
04      07      28      4       #P
04      08      02      4       #
04      09      06      4       #
04      10      10      4       #
04      11      14      4       #P
04      12      18      4       #
04      13      22      4       #P
04      14      26      4       #
04      15      00      4       #
04      16      04      4       #
04      17      08      4       #P
04      18      12      4       #
04      19      16      4       #P
04      20      20      4       #
04      21      24      4       #
04      22      28      4       #
04      23      02      4       #P
04      24      06      4       #
04      25      10      4       #
04      26      14      4       #
04      27      18      4       #
04      28      22      4       #
04      29      26      4       #P
#x      #y      #z      #c      #comment Prime
04      30      30      4       #
04      31      34      4       #P
04      32      38      4       #
04      33      42      4       #
04      34      46      4       #
04      35      50      4       #
04      36      54      4       #
04      37      58      4       #P
04      38      32      4       #
04      39      36      4       #
04      40      40      4       #
04      41      44      4       #P
04      42      48      4       #
04      43      52      4       #P
04      44      56      4       #
04      45      30      4       #
04      46      34      4       #
04      47      38      4       #P
04      48      42      4       #
04      49      46      4       #
04      50      50      4       #
04      51      54      4       #
04      52      58      4       #
04      53      32      4       #P
04      54      36      4       #
04      55      40      4       #
04      56      44      4       #
04      57      48      4       #
04      58      52      4       #
04      59      56      4       #P
#x      #y      #z      #c      #comment Prime
04      60      60      4       #
04      61      64      4       #P
04      62      68      4       #
04      63      72      4       #
04      64      76      4       #
04      65      80      4       #
04      66      84      4       #
04      67      88      4       #P
04      68      62      4       #
04      69      66      4       #
04      70      70      4       #
04      71      74      4       #P
04      72      78      4       #
04      73      82      4       #
04      74      86      4       #
04      75      60      4       #
04      76      64      4       #
04      77      68      4       #
04      78      72      4       #
04      79      76      4       #P
04      80      80      4       #
04      81      84      4       #
04      82      88      4       #
04      83      62      4       #P
04      84      66      4       #
04      85      70      4       #
04      86      74      4       #
04      87      78      4       #
04      88      82      4       #
04      89      86      4       #P
#x      #y      #z      #c      #comment Prime
05      00      00      5       #
05      01      05      5       #P
05      02      10      5       #
05      03      15      5       #
05      04      20      5       #
05      05      25      5       #
05      06      00      5       #
05      07      05      5       #P
05      08      10      5       #
05      09      15      5       #
05      10      20      5       #
05      11      25      5       #P
05      12      00      5       #
05      13      05      5       #P
05      14      10      5       #
05      15      15      5       #
05      16      20      5       #
05      17      25      5       #P
05      18      00      5       #
05      19      05      5       #P
05      20      10      5       #
05      21      15      5       #
05      22      20      5       #
05      23      25      5       #P
05      24      00      5       #
05      25      05      5       #
05      26      10      5       #
05      27      15      5       #
05      28      20      5       #
05      29      25      5       #P
#x      #y      #z      #c      #comment Prime
05      30      30      5       #
05      31      35      5       #P
05      32      40      5       #
05      33      45      5       #
05      34      50      5       #
05      35      55      5       #
05      36      30      5       #
05      37      35      5       #P
05      38      40      5       #
05      39      45      5       #
05      40      50      5       #
05      41      55      5       #P
05      42      30      5       #
05      43      35      5       #P
05      44      40      5       #
05      45      45      5       #
05      46      50      5       #
05      47      55      5       #P
05      48      30      5       #
05      49      35      5       #
05      50      40      5       #
05      51      45      5       #
05      52      50      5       #
05      53      55      5       #P
05      54      30      5       #
05      55      35      5       #
05      56      40      5       #
05      57      45      5       #
05      58      50      5       #
05      59      55      5       #P
#x      #y      #z      #c      #comment Prime
05      60      60      5       #
05      61      65      5       #P
05      62      70      5       #
05      63      75      5       #
05      64      80      5       #
05      65      85      5       #
05      66      60      5       #
05      67      65      5       #P
05      68      70      5       #
05      69      75      5       #
05      70      80      5       #
05      71      85      5       #P
05      72      60      5       #
05      73      65      5       #
05      74      70      5       #
05      75      75      5       #
05      76      80      5       #
05      77      85      5       #
05      78      60      5       #
05      79      65      5       #P
05      80      70      5       #
05      81      75      5       #
05      82      80      5       #
05      83      85      5       #P
05      84      60      5       #
05      85      65      5       #
05      86      70      5       #
05      87      75      5       #
05      88      80      5       #
05      89      85      5       #P
#x      #y      #z      #c      #comment Prime
06      00      00      6       #
06      01      06      6       #P
06      02      12      6       #
06      03      18      6       #
06      04      24      6       #
06      05      00      6       #
06      06      06      6       #
06      07      12      6       #P
06      08      18      6       #
06      09      24      6       #
06      10      00      6       #
06      11      06      6       #P
06      12      12      6       #
06      13      18      6       #P
06      14      24      6       #
06      15      00      6       #
06      16      06      6       #
06      17      12      6       #P
06      18      18      6       #
06      19      24      6       #P
06      20      00      6       #
06      21      06      6       #
06      22      12      6       #
06      23      18      6       #P
06      24      24      6       #
06      25      00      6       #
06      26      06      6       #
06      27      12      6       #
06      28      18      6       #
06      29      24      6       #P
#x      #y      #z      #c      #comment Prime
06      30      30      6       #
06      31      36      6       #P
06      32      42      6       #
06      33      48      6       #
06      34      54      6       #
06      35      30      6       #
06      36      36      6       #
06      37      42      6       #P
06      38      48      6       #
06      39      54      6       #
06      40      30      6       #
06      41      36      6       #P
06      42      42      6       #
06      43      48      6       #P
06      44      54      6       #
06      45      30      6       #
06      46      36      6       #
06      47      42      6       #P
06      48      48      6       #
06      49      54      6       #
06      50      30      6       #
06      51      36      6       #
06      52      42      6       #
06      53      48      6       #P
06      54      54      6       #
06      55      30      6       #
06      56      36      6       #
06      57      42      6       #
06      58      48      6       #
06      59      54      6       #P
#x      #y      #z      #c      #comment Prime
06      60      60      6       #
06      61      66      6       #P
06      62      72      6       #
06      63      78      6       #
06      64      84      6       #
06      65      60      6       #
06      66      66      6       #
06      67      72      6       #P
06      68      78      6       #
06      69      84      6       #
06      70      60      6       #
06      71      66      6       #P
06      72      72      6       #
06      73      78      6       #
06      74      84      6       #
06      75      60      6       #
06      76      66      6       #
06      77      72      6       #
06      78      78      6       #
06      79      84      6       #P
06      80      60      6       #
06      81      66      6       #
06      82      72      6       #
06      83      78      6       #P
06      84      84      6       #
06      85      60      6       #
06      86      66      6       #
06      87      72      6       #
06      88      78      6       #
06      89      84      6       #P
#x      #y      #z      #c      #comment Prime
08      00      00      8       #
08      01      08      8       #P
08      02      16      8       #
08      03      24      8       #
08      04      02      8       #
08      05      10      8       #
08      06      18      8       #
08      07      26      8       #P
08      08      04      8       #
08      09      12      8       #
08      10      20      8       #
08      11      28      8       #P
08      12      06      8       #
08      13      14      8       #P
08      14      22      8       #
08      15      00      8       #
08      16      08      8       #
08      17      16      8       #P
08      18      24      8       #
08      19      02      8       #P
08      20      10      8       #
08      21      18      8       #
08      22      26      8       #
08      23      04      8       #P
08      24      12      8       #
08      25      20      8       #
08      26      28      8       #
08      27      06      8       #
08      28      14      8       #
08      29      22      8       #P
#x      #y      #z      #c      #comment Prime
08      30      30      8       #
08      31      38      8       #P
08      32      46      8       #
08      33      54      8       #
08      34      32      8       #
08      35      40      8       #
08      36      48      8       #
08      37      56      8       #P
08      38      34      8       #
08      39      42      8       #
08      40      50      8       #
08      41      58      8       #P
08      42      36      8       #
08      43      44      8       #P
08      44      52      8       #
08      45      30      8       #
08      46      38      8       #
08      47      46      8       #P
08      48      54      8       #
08      49      32      8       #
08      50      40      8       #
08      51      48      8       #
08      52      56      8       #
08      53      34      8       #P
08      54      42      8       #
08      55      50      8       #
08      56      58      8       #
08      57      36      8       #
08      58      44      8       #
08      59      52      8       #P
#x      #y      #z      #c      #comment Prime
08      60      60      8       #
08      61      68      8       #P
08      62      76      8       #
08      63      84      8       #
08      64      62      8       #
08      65      70      8       #
08      66      78      8       #
08      67      86      8       #P
08      68      64      8       #
08      69      72      8       #
08      70      80      8       #
08      71      88      8       #P
08      72      66      8       #
08      73      74      8       #
08      74      82      8       #
08      75      60      8       #
08      76      68      8       #
08      77      76      8       #
08      78      84      8       #
08      79      62      8       #P
08      80      70      8       #
08      81      78      8       #
08      82      86      8       #
08      83      64      8       #P
08      84      72      8       #
08      85      80      8       #
08      86      88      8       #
08      87      66      8       #
08      88      74      8       #
08      89      82      8       #P
#x      #y      #z      #c      #comment Prime
09      00      00      9       #
09      01      09      9       #P
09      02      18      9       #
09      03      27      9       #
09      04      06      9       #
09      05      15      9       #
09      06      24      9       #
09      07      03      9       #P
09      08      12      9       #
09      09      21      9       #
09      10      00      9       #
09      11      09      9       #P
09      12      18      9       #
09      13      27      9       #P
09      14      06      9       #
09      15      15      9       #
09      16      24      9       #
09      17      03      9       #P
09      18      12      9       #
09      19      21      9       #P
09      20      00      9       #
09      21      09      9       #
09      22      18      9       #
09      23      27      9       #P
09      24      06      9       #
09      25      15      9       #
09      26      24      9       #
09      27      03      9       #
09      28      12      9       #
09      29      21      9       #P
#x      #y      #z      #c      #comment Prime
09      30      30      9       #
09      31      39      9       #P
09      32      48      9       #
09      33      57      9       #
09      34      36      9       #
09      35      45      9       #
09      36      54      9       #
09      37      33      9       #P
09      38      42      9       #
09      39      51      9       #
09      40      30      9       #
09      41      39      9       #P
09      42      48      9       #
09      43      57      9       #P
09      44      36      9       #
09      45      45      9       #
09      46      54      9       #
09      47      33      9       #P
09      48      42      9       #
09      49      51      9       #
09      50      30      9       #
09      51      39      9       #
09      52      48      9       #
09      53      57      9       #P
09      54      36      9       #
09      55      45      9       #
09      56      54      9       #
09      57      33      9       #
09      58      42      9       #
09      59      51      9       #P
#x      #y      #z      #c      #comment Prime
09      60      60      9       #
09      61      69      9       #P
09      62      78      9       #
09      63      87      9       #
09      64      66      9       #
09      65      75      9       #
09      66      84      9       #
09      67      63      9       #P
09      68      72      9       #
09      69      81      9       #
09      70      60      9       #
09      71      69      9       #P
09      72      78      9       #
09      73      87      9       #
09      74      66      9       #
09      75      75      9       #
09      76      84      9       #
09      77      63      9       #
09      78      72      9       #
09      79      81      9       #P
09      80      60      9       #
09      81      69      9       #
09      82      78      9       #
09      83      87      9       #P
09      84      66      9       #
09      85      75      9       #
09      86      84      9       #
09      87      63      9       #
09      88      72      9       #
09      89      81      9       #P
#x      #y      #z      #c      #comment Prime
10      00      00      10      #
10      01      10      10      #P
10      02      20      10      #
10      03      00      10      #
10      04      10      10      #
10      05      20      10      #
10      06      00      10      #
10      07      10      10      #P
10      08      20      10      #
10      09      00      10      #
10      10      10      10      #
10      11      20      10      #P
10      12      00      10      #
10      13      10      10      #P
10      14      20      10      #
10      15      00      10      #
10      16      10      10      #
10      17      20      10      #P
10      18      00      10      #
10      19      10      10      #P
10      20      20      10      #
10      21      00      10      #
10      22      10      10      #
10      23      20      10      #P
10      24      00      10      #
10      25      10      10      #
10      26      20      10      #
10      27      00      10      #
10      28      10      10      #
10      29      20      10      #P
#x      #y      #z      #c      #comment Prime
10      30      30      10      #
10      31      40      10      #P
10      32      50      10      #
10      33      30      10      #
10      34      40      10      #
10      35      50      10      #
10      36      30      10      #
10      37      40      10      #P
10      38      50      10      #
10      39      30      10      #
10      40      40      10      #
10      41      50      10      #P
10      42      30      10      #
10      43      40      10      #P
10      44      50      10      #
10      45      30      10      #
10      46      40      10      #
10      47      50      10      #P
10      48      30      10      #
10      49      40      10      #
10      50      50      10      #
10      51      30      10      #
10      52      40      10      #
10      53      50      10      #P
10      54      30      10      #
10      55      40      10      #
10      56      50      10      #
10      57      30      10      #
10      58      40      10      #
10      59      50      10      #P
#x      #y      #z      #c      #comment Prime
10      60      60      10      #
10      61      70      10      #P
10      62      80      10      #
10      63      60      10      #
10      64      70      10      #
10      65      80      10      #
10      66      60      10      #
10      67      70      10      #P
10      68      80      10      #
10      69      60      10      #
10      70      70      10      #
10      71      80      10      #P
10      72      60      10      #
10      73      70      10      #
10      74      80      10      #
10      75      60      10      #
10      76      70      10      #
10      77      80      10      #
10      78      60      10      #
10      79      70      10      #P
10      80      80      10      #
10      81      60      10      #
10      82      70      10      #
10      83      80      10      #P
10      84      60      10      #
10      85      70      10      #
10      86      80      10      #
10      87      60      10      #
10      88      70      10      #
10      89      80      10      #P
#x      #y      #z      #c      #comment Prime
12      00      00      12      #
12      01      12      12      #P
12      02      24      12      #
12      03      06      12      #
12      04      18      12      #
12      05      00      12      #
12      06      12      12      #
12      07      24      12      #P
12      08      06      12      #
12      09      18      12      #
12      10      00      12      #
12      11      12      12      #P
12      12      24      12      #
12      13      06      12      #P
12      14      18      12      #
12      15      00      12      #
12      16      12      12      #
12      17      24      12      #P
12      18      06      12      #
12      19      18      12      #P
12      20      00      12      #
12      21      12      12      #
12      22      24      12      #
12      23      06      12      #P
12      24      18      12      #
12      25      00      12      #
12      26      12      12      #
12      27      24      12      #
12      28      06      12      #
12      29      18      12      #P
#x      #y      #z      #c      #comment Prime
12      30      30      12      #
12      31      42      12      #P
12      32      54      12      #
12      33      36      12      #
12      34      48      12      #
12      35      30      12      #
12      36      42      12      #
12      37      54      12      #P
12      38      36      12      #
12      39      48      12      #
12      40      30      12      #
12      41      42      12      #P
12      42      54      12      #
12      43      36      12      #P
12      44      48      12      #
12      45      30      12      #
12      46      42      12      #
12      47      54      12      #P
12      48      36      12      #
12      49      48      12      #
12      50      30      12      #
12      51      42      12      #
12      52      54      12      #
12      53      36      12      #P
12      54      48      12      #
12      55      30      12      #
12      56      42      12      #
12      57      54      12      #
12      58      36      12      #
12      59      48      12      #P
#x      #y      #z      #c      #comment Prime
12      60      60      12      #
12      61      72      12      #P
12      62      84      12      #
12      63      66      12      #
12      64      78      12      #
12      65      60      12      #
12      66      72      12      #
12      67      84      12      #P
12      68      66      12      #
12      69      78      12      #
12      70      60      12      #
12      71      72      12      #P
12      72      84      12      #
12      73      66      12      #
12      74      78      12      #
12      75      60      12      #
12      76      72      12      #
12      77      84      12      #
12      78      66      12      #
12      79      78      12      #P
12      80      60      12      #
12      81      72      12      #
12      82      84      12      #
12      83      66      12      #P
12      84      78      12      #
12      85      60      12      #
12      86      72      12      #
12      87      84      12      #
12      88      66      12      #
12      89      78      12      #P
#x      #y      #z      #c      #comment Prime
14      00      00      14      #
14      01      14      14      #P
14      02      28      14      #
14      03      12      14      #
14      04      26      14      #
14      05      10      14      #
14      06      24      14      #
14      07      08      14      #P
14      08      22      14      #
14      09      06      14      #
14      10      20      14      #
14      11      04      14      #P
14      12      18      14      #
14      13      02      14      #P
14      14      16      14      #
14      15      00      14      #
14      16      14      14      #
14      17      28      14      #P
14      18      12      14      #
14      19      26      14      #P
14      20      10      14      #
14      21      24      14      #
14      22      08      14      #
14      23      22      14      #P
14      24      06      14      #
14      25      20      14      #
14      26      04      14      #
14      27      18      14      #
14      28      02      14      #
14      29      16      14      #P
#x      #y      #z      #c      #comment Prime
14      30      30      14      #
14      31      44      14      #P
14      32      58      14      #
14      33      42      14      #
14      34      56      14      #
14      35      40      14      #
14      36      54      14      #
14      37      38      14      #P
14      38      52      14      #
14      39      36      14      #
14      40      50      14      #
14      41      34      14      #P
14      42      48      14      #
14      43      32      14      #P
14      44      46      14      #
14      45      30      14      #
14      46      44      14      #
14      47      58      14      #P
14      48      42      14      #
14      49      56      14      #
14      50      40      14      #
14      51      54      14      #
14      52      38      14      #
14      53      52      14      #P
14      54      36      14      #
14      55      50      14      #
14      56      34      14      #
14      57      48      14      #
14      58      32      14      #
14      59      46      14      #P
#x      #y      #z      #c      #comment Prime
14      60      60      14      #
14      61      74      14      #P
14      62      88      14      #
14      63      72      14      #
14      64      86      14      #
14      65      70      14      #
14      66      84      14      #
14      67      68      14      #P
14      68      82      14      #
14      69      66      14      #
14      70      80      14      #
14      71      64      14      #P
14      72      78      14      #
14      73      62      14      #
14      74      76      14      #
14      75      60      14      #
14      76      74      14      #
14      77      88      14      #
14      78      72      14      #
14      79      86      14      #P
14      80      70      14      #
14      81      84      14      #
14      82      68      14      #
14      83      82      14      #P
14      84      66      14      #
14      85      80      14      #
14      86      64      14      #
14      87      78      14      #
14      88      62      14      #
14      89      76      14      #P
#x      #y      #z      #c      #comment Prime
15      00      00      15      #
15      01      15      15      #P
15      02      00      15      #
15      03      15      15      #
15      04      00      15      #
15      05      15      15      #
15      06      00      15      #
15      07      15      15      #P
15      08      00      15      #
15      09      15      15      #
15      10      00      15      #
15      11      15      15      #P
15      12      00      15      #
15      13      15      15      #P
15      14      00      15      #
15      15      15      15      #
15      16      00      15      #
15      17      15      15      #P
15      18      00      15      #
15      19      15      15      #P
15      20      00      15      #
15      21      15      15      #
15      22      00      15      #
15      23      15      15      #P
15      24      00      15      #
15      25      15      15      #
15      26      00      15      #
15      27      15      15      #
15      28      00      15      #
15      29      15      15      #P
#x      #y      #z      #c      #comment Prime
15      30      30      15      #
15      31      45      15      #P
15      32      30      15      #
15      33      45      15      #
15      34      30      15      #
15      35      45      15      #
15      36      30      15      #
15      37      45      15      #P
15      38      30      15      #
15      39      45      15      #
15      40      30      15      #
15      41      45      15      #P
15      42      30      15      #
15      43      45      15      #P
15      44      30      15      #
15      45      45      15      #
15      46      30      15      #
15      47      45      15      #P
15      48      30      15      #
15      49      45      15      #
15      50      30      15      #
15      51      45      15      #
15      52      30      15      #
15      53      45      15      #P
15      54      30      15      #
15      55      45      15      #
15      56      30      15      #
15      57      45      15      #
15      58      30      15      #
15      59      45      15      #P
#x      #y      #z      #c      #comment Prime
15      60      60      15      #
15      61      75      15      #P
15      62      60      15      #
15      63      75      15      #
15      64      60      15      #
15      65      75      15      #
15      66      60      15      #
15      67      75      15      #P
15      68      60      15      #
15      69      75      15      #
15      70      60      15      #
15      71      75      15      #P
15      72      60      15      #
15      73      75      15      #
15      74      60      15      #
15      75      75      15      #
15      76      60      15      #
15      77      75      15      #
15      78      60      15      #
15      79      75      15      #P
15      80      60      15      #
15      81      75      15      #
15      82      60      15      #
15      83      75      15      #P
15      84      60      15      #
15      85      75      15      #
15      86      60      15      #
15      87      75      15      #
15      88      60      15      #
15      89      75      15      #P
#x      #y      #z      #c      #comment Prime
16      00      00      16      #
16      01      16      16      #P
16      02      02      16      #
16      03      18      16      #
16      04      04      16      #
16      05      20      16      #
16      06      06      16      #
16      07      22      16      #P
16      08      08      16      #
16      09      24      16      #
16      10      10      16      #
16      11      26      16      #P
16      12      12      16      #
16      13      28      16      #P
16      14      14      16      #
16      15      00      16      #
16      16      16      16      #
16      17      02      16      #P
16      18      18      16      #
16      19      04      16      #P
16      20      20      16      #
16      21      06      16      #
16      22      22      16      #
16      23      08      16      #P
16      24      24      16      #
16      25      10      16      #
16      26      26      16      #
16      27      12      16      #
16      28      28      16      #
16      29      14      16      #P
#x      #y      #z      #c      #comment Prime
16      30      30      16      #
16      31      46      16      #P
16      32      32      16      #
16      33      48      16      #
16      34      34      16      #
16      35      50      16      #
16      36      36      16      #
16      37      52      16      #P
16      38      38      16      #
16      39      54      16      #
16      40      40      16      #
16      41      56      16      #P
16      42      42      16      #
16      43      58      16      #P
16      44      44      16      #
16      45      30      16      #
16      46      46      16      #
16      47      32      16      #P
16      48      48      16      #
16      49      34      16      #
16      50      50      16      #
16      51      36      16      #
16      52      52      16      #
16      53      38      16      #P
16      54      54      16      #
16      55      40      16      #
16      56      56      16      #
16      57      42      16      #
16      58      58      16      #
16      59      44      16      #P
#x      #y      #z      #c      #comment Prime
16      60      60      16      #
16      61      76      16      #P
16      62      62      16      #
16      63      78      16      #
16      64      64      16      #
16      65      80      16      #
16      66      66      16      #
16      67      82      16      #P
16      68      68      16      #
16      69      84      16      #
16      70      70      16      #
16      71      86      16      #P
16      72      72      16      #
16      73      88      16      #
16      74      74      16      #
16      75      60      16      #
16      76      76      16      #
16      77      62      16      #
16      78      78      16      #
16      79      64      16      #P
16      80      80      16      #
16      81      66      16      #
16      82      82      16      #
16      83      68      16      #P
16      84      84      16      #
16      85      70      16      #
16      86      86      16      #
16      87      72      16      #
16      88      88      16      #
16      89      74      16      #P
#x      #y      #z      #c      #comment Prime
18      00      00      18      #
18      01      18      18      #P
18      02      06      18      #
18      03      24      18      #
18      04      12      18      #
18      05      00      18      #
18      06      18      18      #
18      07      06      18      #P
18      08      24      18      #
18      09      12      18      #
18      10      00      18      #
18      11      18      18      #P
18      12      06      18      #
18      13      24      18      #P
18      14      12      18      #
18      15      00      18      #
18      16      18      18      #
18      17      06      18      #P
18      18      24      18      #
18      19      12      18      #P
18      20      00      18      #
18      21      18      18      #
18      22      06      18      #
18      23      24      18      #P
18      24      12      18      #
18      25      00      18      #
18      26      18      18      #
18      27      06      18      #
18      28      24      18      #
18      29      12      18      #P
#x      #y      #z      #c      #comment Prime
18      30      30      18      #
18      31      48      18      #P
18      32      36      18      #
18      33      54      18      #
18      34      42      18      #
18      35      30      18      #
18      36      48      18      #
18      37      36      18      #P
18      38      54      18      #
18      39      42      18      #
18      40      30      18      #
18      41      48      18      #P
18      42      36      18      #
18      43      54      18      #P
18      44      42      18      #
18      45      30      18      #
18      46      48      18      #
18      47      36      18      #P
18      48      54      18      #
18      49      42      18      #
18      50      30      18      #
18      51      48      18      #
18      52      36      18      #
18      53      54      18      #P
18      54      42      18      #
18      55      30      18      #
18      56      48      18      #
18      57      36      18      #
18      58      54      18      #
18      59      42      18      #P
#x      #y      #z      #c      #comment Prime
18      60      60      18      #
18      61      78      18      #P
18      62      66      18      #
18      63      84      18      #
18      64      72      18      #
18      65      60      18      #
18      66      78      18      #
18      67      66      18      #P
18      68      84      18      #
18      69      72      18      #
18      70      60      18      #
18      71      78      18      #P
18      72      66      18      #
18      73      84      18      #
18      74      72      18      #
18      75      60      18      #
18      76      78      18      #
18      77      66      18      #
18      78      84      18      #
18      79      72      18      #P
18      80      60      18      #
18      81      78      18      #
18      82      66      18      #
18      83      84      18      #P
18      84      72      18      #
18      85      60      18      #
18      86      78      18      #
18      87      66      18      #
18      88      84      18      #
18      89      72      18      #P
#x      #y      #z      #c      #comment Prime
20      00      00      20      #
20      01      20      20      #P
20      02      10      20      #
20      03      00      20      #
20      04      20      20      #
20      05      10      20      #
20      06      00      20      #
20      07      20      20      #P
20      08      10      20      #
20      09      00      20      #
20      10      20      20      #
20      11      10      20      #P
20      12      00      20      #
20      13      20      20      #P
20      14      10      20      #
20      15      00      20      #
20      16      20      20      #
20      17      10      20      #P
20      18      00      20      #
20      19      20      20      #P
20      20      10      20      #
20      21      00      20      #
20      22      20      20      #
20      23      10      20      #P
20      24      00      20      #
20      25      20      20      #
