#x,y,z,prime,color
x,y,z,prime,pcolor
01,01,12026,360781,BLUE
01,01,12030,360901,BLUE
01,01,12037,361111,BLUE
01,01,12044,361321,BLUE
01,01,12045,361351,BLUE
01,01,12047,361411,BLUE
01,01,12048,361441,BLUE
01,01,1205,36151,BLUE
01,01,12051,361531,BLUE
01,01,12052,361561,BLUE
01,01,12055,361651,BLUE
01,01,12072,362161,BLUE
01,01,12073,362191,BLUE
01,01,12074,362221,BLUE
01,01,12076,362281,BLUE
01,01,12079,362371,BLUE
01,01,1208,36241,BLUE
01,01,12081,362431,BLUE
01,01,12084,362521,BLUE
01,01,12086,362581,BLUE
01,01,12095,362851,BLUE
01,01,12097,362911,BLUE
01,01,12098,362941,BLUE
01,01,121,3631,BLUE
01,01,12102,363061,BLUE
01,01,12105,363151,BLUE
01,01,12107,363211,BLUE
01,01,12109,363271,BLUE
01,01,12112,363361,BLUE
01,01,12116,363481,BLUE
01,01,12118,363541,BLUE
01,01,12123,363691,BLUE
01,01,12125,363751,BLUE
01,01,12128,363841,BLUE
01,01,12129,363871,BLUE
01,01,12130,363901,BLUE
01,01,12138,364141,BLUE
01,01,12139,364171,BLUE
01,01,12143,364291,BLUE
01,01,12144,364321,BLUE
01,01,12147,364411,BLUE
01,01,12149,364471,BLUE
01,01,1215,36451,BLUE
01,01,12154,364621,BLUE
01,01,12160,364801,BLUE
01,01,12163,364891,BLUE
01,01,12164,364921,BLUE
01,01,12175,365251,BLUE
01,01,1218,36541,BLUE
01,01,12182,365461,BLUE
01,01,12187,365611,BLUE
01,01,12188,365641,BLUE
01,01,1219,36571,BLUE
01,01,12193,365791,BLUE
01,01,12195,365851,BLUE
01,01,12198,365941,BLUE
01,01,12200,366001,BLUE
01,01,12201,366031,BLUE
01,01,12206,366181,BLUE
01,01,12207,366211,BLUE
01,01,12217,366511,BLUE
01,01,12221,366631,BLUE
01,01,12224,366721,BLUE
01,01,12227,366811,BLUE
01,01,12228,366841,BLUE
01,01,1223,36691,BLUE
01,01,12230,366901,BLUE
01,01,12234,367021,BLUE
01,01,1224,36721,BLUE
01,01,12240,367201,BLUE
01,01,12241,367231,BLUE
01,01,12242,367261,BLUE
01,01,12244,367321,BLUE
01,01,12250,367501,BLUE
01,01,12251,367531,BLUE
01,01,12252,367561,BLUE
01,01,12254,367621,BLUE
01,01,12255,367651,BLUE
01,01,12257,367711,BLUE
01,01,12259,367771,BLUE
01,01,1226,36781,BLUE
01,01,12261,367831,BLUE
01,01,12283,368491,BLUE
