#x,y,z,prime,color
x,y,z,prime,pcolor

NUMBER  PFLAG   x,y,z,prime,pcolor
210191  P       11,11,7006,210191,RED
210193  P       13,13,7006,210193,GOLD
210209  P       29,29,7006,210209,BLUE
210229  P       19,19,7007,210229,RED
210233  P       23,23,7007,210233,GREEN
210241  P       01,01,7008,210241,BLUE
210247  P       07,07,7008,210247,GREEN
210257  P       17,17,7008,210257,GOLD
210263  P       23,23,7008,210263,GREEN
210277  P       07,07,7009,210277,GREEN
210283  P       13,13,7009,210283,GOLD
210299  P       29,29,7009,210299,BLUE
210317  P       17,17,7010,210317,GOLD
210319  P       19,19,7010,210319,RED
210323  P       23,23,7010,210323,GREEN
210347  P       17,17,7011,210347,GOLD
210359  P       29,29,7011,210359,BLUE
210361  P       01,01,7012,210361,BLUE
210391  P       01,01,7013,210391,BLUE
210401  P       11,11,7013,210401,RED
210403  P       13,13,7013,210403,GOLD
210407  P       17,17,7013,210407,GOLD
210421  P       01,01,7014,210421,BLUE
210437  P       17,17,7014,210437,GOLD
210461  P       11,11,7015,210461,RED
210467  P       17,17,7015,210467,GOLD
210481  P       01,01,7016,210481,BLUE
210487  P       07,07,7016,210487,GREEN
210491  P       11,11,7016,210491,RED
210499  P       19,19,7016,210499,RED
210523  P       13,13,7017,210523,GOLD
210527  P       17,17,7017,210527,GOLD
210533  P       23,23,7017,210533,GREEN
210557  P       17,17,7018,210557,GOLD
210599  P       29,29,7019,210599,BLUE
210601  P       01,01,7020,210601,BLUE
210619  P       19,19,7020,210619,RED
210631  P       01,01,7021,210631,BLUE
210643  P       13,13,7021,210643,GOLD
210659  P       29,29,7021,210659,BLUE
210671  P       11,11,7022,210671,RED
210709  P       19,19,7023,210709,RED
210713  P       23,23,7023,210713,GREEN
210719  P       29,29,7023,210719,BLUE
210731  P       11,11,7024,210731,RED
210739  P       19,19,7024,210739,RED
210761  P       11,11,7025,210761,RED
210773  P       23,23,7025,210773,GREEN
210803  P       23,23,7026,210803,GREEN
210809  P       29,29,7026,210809,BLUE
210811  P       01,01,7027,210811,BLUE
210823  P       13,13,7027,210823,GOLD
210827  P       17,17,7027,210827,GOLD
210839  P       29,29,7027,210839,BLUE
210853  P       13,13,7028,210853,GOLD
210857  P       17,17,7028,210857,GOLD
210869  P       29,29,7028,210869,BLUE
210901  P       01,01,7030,210901,BLUE
210907  P       07,07,7030,210907,GREEN
210911  P       11,11,7030,210911,RED
210913  P       13,13,7030,210913,GOLD
210923  P       23,23,7030,210923,GREEN
210929  P       29,29,7030,210929,BLUE
210943  P       13,13,7031,210943,GOLD
210961  P       01,01,7032,210961,BLUE
210967  P       07,07,7032,210967,GREEN
211007  P       17,17,7033,211007,GOLD
211039  P       19,19,7034,211039,RED
211049  P       29,29,7034,211049,BLUE
211051  P       01,01,7035,211051,BLUE
211061  P       11,11,7035,211061,RED
211063  P       13,13,7035,211063,GOLD
211067  P       17,17,7035,211067,GOLD
211073  P       23,23,7035,211073,GREEN
211093  P       13,13,7036,211093,GOLD
211097  P       17,17,7036,211097,GOLD
211129  P       19,19,7037,211129,RED
211151  P       11,11,7038,211151,RED
211153  P       13,13,7038,211153,GOLD
211177  P       07,07,7039,211177,GREEN
211187  P       17,17,7039,211187,GOLD
211193  P       23,23,7039,211193,GREEN
211199  P       29,29,7039,211199,BLUE
211213  P       13,13,7040,211213,GOLD
211217  P       17,17,7040,211217,GOLD
211219  P       19,19,7040,211219,RED
211229  P       29,29,7040,211229,BLUE
211231  P       01,01,7041,211231,BLUE
211241  P       11,11,7041,211241,RED
211247  P       17,17,7041,211247,GOLD
211271  P       11,11,7042,211271,RED
211283  P       23,23,7042,211283,GREEN
211291  P       01,01,7043,211291,BLUE
211297  P       07,07,7043,211297,GREEN
211313  P       23,23,7043,211313,GREEN
211319  P       29,29,7043,211319,BLUE
211333  P       13,13,7044,211333,GOLD
211339  P       19,19,7044,211339,RED
211349  P       29,29,7044,211349,BLUE
211369  P       19,19,7045,211369,RED
211373  P       23,23,7045,211373,GREEN
211403  P       23,23,7046,211403,GREEN
211427  P       17,17,7047,211427,GOLD
211433  P       23,23,7047,211433,GREEN
211441  P       01,01,7048,211441,BLUE
211457  P       17,17,7048,211457,GOLD
211469  P       29,29,7048,211469,BLUE
211493  P       23,23,7049,211493,GREEN
211499  P       29,29,7049,211499,BLUE
211501  P       01,01,7050,211501,BLUE
211507  P       07,07,7050,211507,GREEN
211543  P       13,13,7051,211543,GOLD
211559  P       29,29,7051,211559,BLUE
211571  P       11,11,7052,211571,RED
211573  P       13,13,7052,211573,GOLD
211583  P       23,23,7052,211583,GREEN
211597  P       07,07,7053,211597,GREEN
211619  P       29,29,7053,211619,BLUE
211639  P       19,19,7054,211639,RED
211643  P       23,23,7054,211643,GREEN
211657  P       07,07,7055,211657,GREEN
211661  P       11,11,7055,211661,RED
211663  P       13,13,7055,211663,GOLD
211681  P       01,01,7056,211681,BLUE
211691  P       11,11,7056,211691,RED
211693  P       13,13,7056,211693,GOLD
211711  P       01,01,7057,211711,BLUE
211723  P       13,13,7057,211723,GOLD
211727  P       17,17,7057,211727,GOLD
211741  P       01,01,7058,211741,BLUE
211747  P       07,07,7058,211747,GREEN
211777  P       07,07,7059,211777,GREEN
211781  P       11,11,7059,211781,RED
211789  P       19,19,7059,211789,RED
211801  P       01,01,7060,211801,BLUE
211811  P       11,11,7060,211811,RED
211817  P       17,17,7060,211817,GOLD
211859  P       29,29,7061,211859,BLUE
211867  P       07,07,7062,211867,GREEN
211873  P       13,13,7062,211873,GOLD
211877  P       17,17,7062,211877,GOLD
211879  P       19,19,7062,211879,RED
211889  P       29,29,7062,211889,BLUE
211891  P       01,01,7063,211891,BLUE
211927  P       07,07,7064,211927,GREEN
211931  P       11,11,7064,211931,RED
211933  P       13,13,7064,211933,GOLD
211943  P       23,23,7064,211943,GREEN
211949  P       29,29,7064,211949,BLUE
211969  P       19,19,7065,211969,RED
211979  P       29,29,7065,211979,BLUE
211997  P       17,17,7066,211997,GOLD
212029  P       19,19,7067,212029,RED
212039  P       29,29,7067,212039,BLUE
212057  P       17,17,7068,212057,GOLD
212081  P       11,11,7069,212081,RED
212099  P       29,29,7069,212099,BLUE
212117  P       17,17,7070,212117,GOLD
212123  P       23,23,7070,212123,GREEN
212131  P       01,01,7071,212131,BLUE
212141  P       11,11,7071,212141,RED
212161  P       01,01,7072,212161,BLUE
212167  P       07,07,7072,212167,GREEN
212183  P       23,23,7072,212183,GREEN
212203  P       13,13,7073,212203,GOLD
212207  P       17,17,7073,212207,GOLD
212209  P       19,19,7073,212209,RED
212227  P       07,07,7074,212227,GREEN
212239  P       19,19,7074,212239,RED
212243  P       23,23,7074,212243,GREEN
212281  P       01,01,7076,212281,BLUE
212293  P       13,13,7076,212293,GOLD
212297  P       17,17,7076,212297,GOLD
212353  P       13,13,7078,212353,GOLD
212369  P       29,29,7078,212369,BLUE
212383  P       13,13,7079,212383,GOLD
212411  P       11,11,7080,212411,RED
212419  P       19,19,7080,212419,RED
212423  P       23,23,7080,212423,GREEN
212437  P       07,07,7081,212437,GREEN
212447  P       17,17,7081,212447,GOLD
212453  P       23,23,7081,212453,GREEN
212461  P       01,01,7082,212461,BLUE
212467  P       07,07,7082,212467,GREEN
212479  P       19,19,7082,212479,RED
212501  P       11,11,7083,212501,RED
212507  P       17,17,7083,212507,GOLD
212557  P       07,07,7085,212557,GREEN
212561  P       11,11,7085,212561,RED
212573  P       23,23,7085,212573,GREEN
212579  P       29,29,7085,212579,BLUE
212587  P       07,07,7086,212587,GREEN
212593  P       13,13,7086,212593,GOLD
212627  P       17,17,7087,212627,GOLD
212633  P       23,23,7087,212633,GREEN
212651  P       11,11,7088,212651,RED
212669  P       29,29,7088,212669,BLUE
212671  P       01,01,7089,212671,BLUE
212677  P       07,07,7089,212677,GREEN
212683  P       13,13,7089,212683,GOLD
212701  P       01,01,7090,212701,BLUE
212777  P       17,17,7092,212777,GOLD
212791  P       01,01,7093,212791,BLUE
212801  P       11,11,7093,212801,RED
212827  P       07,07,7094,212827,GREEN
212837  P       17,17,7094,212837,GOLD
212843  P       23,23,7094,212843,GREEN
212851  P       01,01,7095,212851,BLUE
212867  P       17,17,7095,212867,GOLD
212869  P       19,19,7095,212869,RED
212873  P       23,23,7095,212873,GREEN
212881  P       01,01,7096,212881,BLUE
212897  P       17,17,7096,212897,GOLD
212903  P       23,23,7096,212903,GREEN
212909  P       29,29,7096,212909,BLUE
212917  P       07,07,7097,212917,GREEN
212923  P       13,13,7097,212923,GOLD
212969  P       29,29,7098,212969,BLUE
212981  P       11,11,7099,212981,RED
212987  P       17,17,7099,212987,GOLD
212999  P       29,29,7099,212999,BLUE
213019  P       19,19,7100,213019,RED
213023  P       23,23,7100,213023,GREEN
213029  P       29,29,7100,213029,BLUE
213043  P       13,13,7101,213043,GOLD
213067  P       07,07,7102,213067,GREEN
213079  P       19,19,7102,213079,RED
213091  P       01,01,7103,213091,BLUE
213097  P       07,07,7103,213097,GREEN
213119  P       29,29,7103,213119,BLUE
213131  P       11,11,7104,213131,RED
213133  P       13,13,7104,213133,GOLD
213139  P       19,19,7104,213139,RED
213149  P       29,29,7104,213149,BLUE
213173  P       23,23,7105,213173,GREEN
213181  P       01,01,7106,213181,BLUE
213193  P       13,13,7106,213193,GOLD
213203  P       23,23,7106,213203,GREEN
213209  P       29,29,7106,213209,BLUE
213217  P       07,07,7107,213217,GREEN
213223  P       13,13,7107,213223,GOLD
213229  P       19,19,7107,213229,RED
213247  P       07,07,7108,213247,GREEN
213253  P       13,13,7108,213253,GOLD
213263  P       23,23,7108,213263,GREEN
213281  P       11,11,7109,213281,RED
213287  P       17,17,7109,213287,GOLD
213289  P       19,19,7109,213289,RED
213307  P       07,07,7110,213307,GREEN
213319  P       19,19,7110,213319,RED
213329  P       29,29,7110,213329,BLUE
213337  P       07,07,7111,213337,GREEN
213349  P       19,19,7111,213349,RED
213359  P       29,29,7111,213359,BLUE
213361  P       01,01,7112,213361,BLUE
213383  P       23,23,7112,213383,GREEN
213391  P       01,01,7113,213391,BLUE
213397  P       07,07,7113,213397,GREEN
213407  P       17,17,7113,213407,GOLD
213449  P       29,29,7114,213449,BLUE
213461  P       11,11,7115,213461,RED
213467  P       17,17,7115,213467,GOLD
213481  P       01,01,7116,213481,BLUE
213491  P       11,11,7116,213491,RED
213523  P       13,13,7117,213523,GOLD
213533  P       23,23,7117,213533,GREEN
213539  P       29,29,7117,213539,BLUE
213553  P       13,13,7118,213553,GOLD
213557  P       17,17,7118,213557,GOLD
213589  P       19,19,7119,213589,RED
213599  P       29,29,7119,213599,BLUE
213611  P       11,11,7120,213611,RED
213613  P       13,13,7120,213613,GOLD
213623  P       23,23,7120,213623,GREEN
213637  P       07,07,7121,213637,GREEN
213641  P       11,11,7121,213641,RED
213649  P       19,19,7121,213649,RED
213659  P       29,29,7121,213659,BLUE
213713  P       23,23,7123,213713,GREEN
213721  P       01,01,7124,213721,BLUE
213727  P       07,07,7124,213727,GREEN
213737  P       17,17,7124,213737,GOLD
213751  P       01,01,7125,213751,BLUE
213791  P       11,11,7126,213791,RED
213799  P       19,19,7126,213799,RED
213821  P       11,11,7127,213821,RED
213827  P       17,17,7127,213827,GOLD
213833  P       23,23,7127,213833,GREEN
213847  P       07,07,7128,213847,GREEN
213859  P       19,19,7128,213859,RED
213881  P       11,11,7129,213881,RED
213887  P       17,17,7129,213887,GOLD
213901  P       01,01,7130,213901,BLUE
213919  P       19,19,7130,213919,RED
213929  P       29,29,7130,213929,BLUE
213943  P       13,13,7131,213943,GOLD
213947  P       17,17,7131,213947,GOLD
213949  P       19,19,7131,213949,RED
213953  P       23,23,7131,213953,GREEN
213973  P       13,13,7132,213973,GOLD
213977  P       17,17,7132,213977,GOLD
213989  P       29,29,7132,213989,BLUE
214003  P       13,13,7133,214003,GOLD
214007  P       17,17,7133,214007,GOLD
214009  P       19,19,7133,214009,RED
214021  P       01,01,7134,214021,BLUE
214031  P       11,11,7134,214031,RED
214033  P       13,13,7134,214033,GOLD
214043  P       23,23,7134,214043,GREEN
214051  P       01,01,7135,214051,BLUE
214063  P       13,13,7135,214063,GOLD
214069  P       19,19,7135,214069,RED
214087  P       07,07,7136,214087,GREEN
214091  P       11,11,7136,214091,RED
214129  P       19,19,7137,214129,RED
214133  P       23,23,7137,214133,GREEN
214141  P       01,01,7138,214141,BLUE
214147  P       07,07,7138,214147,GREEN
214163  P       23,23,7138,214163,GREEN
214177  P       07,07,7139,214177,GREEN
214189  P       19,19,7139,214189,RED
214211  P       11,11,7140,214211,RED
214213  P       13,13,7140,214213,GOLD
214219  P       19,19,7140,214219,RED
214237  P       07,07,7141,214237,GREEN
214243  P       13,13,7141,214243,GOLD
214259  P       29,29,7141,214259,BLUE
214283  P       23,23,7142,214283,GREEN
214297  P       07,07,7143,214297,GREEN
214309  P       19,19,7143,214309,RED
214351  P       01,01,7145,214351,BLUE
214363  P       13,13,7145,214363,GOLD
214373  P       23,23,7145,214373,GREEN
214381  P       01,01,7146,214381,BLUE
214391  P       11,11,7146,214391,RED
214399  P       19,19,7146,214399,RED
214433  P       23,23,7147,214433,GREEN
214439  P       29,29,7147,214439,BLUE
214451  P       11,11,7148,214451,RED
214457  P       17,17,7148,214457,GOLD
214463  P       23,23,7148,214463,GREEN
214469  P       29,29,7148,214469,BLUE
214481  P       11,11,7149,214481,RED
214483  P       13,13,7149,214483,GOLD
214499  P       29,29,7149,214499,BLUE
214507  P       07,07,7150,214507,GREEN
214517  P       17,17,7150,214517,GOLD
214519  P       19,19,7150,214519,RED
214531  P       01,01,7151,214531,BLUE
214541  P       11,11,7151,214541,RED
214559  P       29,29,7151,214559,BLUE
214561  P       01,01,7152,214561,BLUE
214589  P       29,29,7152,214589,BLUE
214603  P       13,13,7153,214603,GOLD
214607  P       17,17,7153,214607,GOLD
214631  P       11,11,7154,214631,RED
214639  P       19,19,7154,214639,RED
214651  P       01,01,7155,214651,BLUE
214657  P       07,07,7155,214657,GREEN
214663  P       13,13,7155,214663,GOLD
214667  P       17,17,7155,214667,GOLD
214673  P       23,23,7155,214673,GREEN
214691  P       11,11,7156,214691,RED
214723  P       13,13,7157,214723,GOLD
214729  P       19,19,7157,214729,RED
214733  P       23,23,7157,214733,GREEN
214741  P       01,01,7158,214741,BLUE
214759  P       19,19,7158,214759,RED
214763  P       23,23,7158,214763,GREEN
214771  P       01,01,7159,214771,BLUE
214783  P       13,13,7159,214783,GOLD
214787  P       17,17,7159,214787,GOLD
214789  P       19,19,7159,214789,RED
214807  P       07,07,7160,214807,GREEN
214811  P       11,11,7160,214811,RED
214817  P       17,17,7160,214817,GOLD
214831  P       01,01,7161,214831,BLUE
214849  P       19,19,7161,214849,RED
214853  P       23,23,7161,214853,GREEN
214867  P       07,07,7162,214867,GREEN
214883  P       23,23,7162,214883,GREEN
214891  P       01,01,7163,214891,BLUE
214913  P       23,23,7163,214913,GREEN
214939  P       19,19,7164,214939,RED
214943  P       23,23,7164,214943,GREEN
214967  P       17,17,7165,214967,GOLD
214987  P       07,07,7166,214987,GREEN
214993  P       13,13,7166,214993,GOLD
215051  P       11,11,7168,215051,RED
215063  P       23,23,7168,215063,GREEN
215077  P       07,07,7169,215077,GREEN
215087  P       17,17,7169,215087,GOLD
215123  P       23,23,7170,215123,GREEN
215141  P       11,11,7171,215141,RED
215143  P       13,13,7171,215143,GOLD
215153  P       23,23,7171,215153,GREEN
215161  P       01,01,7172,215161,BLUE
215179  P       19,19,7172,215179,RED
215183  P       23,23,7172,215183,GREEN
215191  P       01,01,7173,215191,BLUE
215197  P       07,07,7173,215197,GREEN
215239  P       19,19,7174,215239,RED
215249  P       29,29,7174,215249,BLUE
215261  P       11,11,7175,215261,RED
215273  P       23,23,7175,215273,GREEN
215279  P       29,29,7175,215279,BLUE
215297  P       17,17,7176,215297,GOLD
215309  P       29,29,7176,215309,BLUE
215317  P       07,07,7177,215317,GREEN
215329  P       19,19,7177,215329,RED
215351  P       11,11,7178,215351,RED
215353  P       13,13,7178,215353,GOLD
215359  P       19,19,7178,215359,RED
215381  P       11,11,7179,215381,RED
215389  P       19,19,7179,215389,RED
215393  P       23,23,7179,215393,GREEN
215399  P       29,29,7179,215399,BLUE
215417  P       17,17,7180,215417,GOLD
215443  P       13,13,7181,215443,GOLD
215447  P       17,17,7181,215447,GOLD
215459  P       29,29,7181,215459,BLUE
215461  P       01,01,7182,215461,BLUE
215471  P       11,11,7182,215471,RED
215483  P       23,23,7182,215483,GREEN
215497  P       07,07,7183,215497,GREEN
215503  P       13,13,7183,215503,GOLD
215507  P       17,17,7183,215507,GOLD
215521  P       01,01,7184,215521,BLUE
215531  P       11,11,7184,215531,RED
215563  P       13,13,7185,215563,GOLD
215573  P       23,23,7185,215573,GREEN
215587  P       07,07,7186,215587,GREEN
215617  P       07,07,7187,215617,GREEN
215653  P       13,13,7188,215653,GOLD
215659  P       19,19,7188,215659,RED
215681  P       11,11,7189,215681,RED
215687  P       17,17,7189,215687,GOLD
215689  P       19,19,7189,215689,RED
215693  P       23,23,7189,215693,GREEN
215723  P       23,23,7190,215723,GREEN
215737  P       07,07,7191,215737,GREEN
215753  P       23,23,7191,215753,GREEN
215767  P       07,07,7192,215767,GREEN
215771  P       11,11,7192,215771,RED
215797  P       07,07,7193,215797,GREEN
215801  P       11,11,7193,215801,RED
215827  P       07,07,7194,215827,GREEN
215833  P       13,13,7194,215833,GOLD
215843  P       23,23,7194,215843,GREEN
215851  P       01,01,7195,215851,BLUE
215857  P       07,07,7195,215857,GREEN
215863  P       13,13,7195,215863,GOLD
215893  P       13,13,7196,215893,GOLD
215899  P       19,19,7196,215899,RED
215909  P       29,29,7196,215909,BLUE
215921  P       11,11,7197,215921,RED
215927  P       17,17,7197,215927,GOLD
215939  P       29,29,7197,215939,BLUE
215953  P       13,13,7198,215953,GOLD
215959  P       19,19,7198,215959,RED
215981  P       11,11,7199,215981,RED
215983  P       13,13,7199,215983,GOLD
216023  P       23,23,7200,216023,GREEN
216037  P       07,07,7201,216037,GREEN
216061  P       01,01,7202,216061,BLUE
216071  P       11,11,7202,216071,RED
216091  P       01,01,7203,216091,BLUE
216103  P       13,13,7203,216103,GOLD
216107  P       17,17,7203,216107,GOLD
216113  P       23,23,7203,216113,GREEN
216119  P       29,29,7203,216119,BLUE
216127  P       07,07,7204,216127,GREEN
216133  P       13,13,7204,216133,GOLD
216149  P       29,29,7204,216149,BLUE
216157  P       07,07,7205,216157,GREEN
216173  P       23,23,7205,216173,GREEN
216179  P       29,29,7205,216179,BLUE
216211  P       01,01,7207,216211,BLUE
216217  P       07,07,7207,216217,GREEN
216233  P       23,23,7207,216233,GREEN
216259  P       19,19,7208,216259,RED
216263  P       23,23,7208,216263,GREEN
216289  P       19,19,7209,216289,RED
216317  P       17,17,7210,216317,GOLD
216319  P       19,19,7210,216319,RED
216329  P       29,29,7210,216329,BLUE
216347  P       17,17,7211,216347,GOLD
216371  P       11,11,7212,216371,RED
216373  P       13,13,7212,216373,GOLD
216379  P       19,19,7212,216379,RED
216397  P       07,07,7213,216397,GREEN
216401  P       11,11,7213,216401,RED
216421  P       01,01,7214,216421,BLUE
216431  P       11,11,7214,216431,RED
216451  P       01,01,7215,216451,BLUE
216481  P       01,01,7216,216481,BLUE
216493  P       13,13,7216,216493,GOLD
216509  P       29,29,7216,216509,BLUE
216523  P       13,13,7217,216523,GOLD
216551  P       11,11,7218,216551,RED
216553  P       13,13,7218,216553,GOLD
216569  P       29,29,7218,216569,BLUE
216571  P       01,01,7219,216571,BLUE
216577  P       07,07,7219,216577,GREEN
216607  P       07,07,7220,216607,GREEN
216617  P       17,17,7220,216617,GOLD
216641  P       11,11,7221,216641,RED
216647  P       17,17,7221,216647,GOLD
216649  P       19,19,7221,216649,RED
216653  P       23,23,7221,216653,GREEN
216661  P       01,01,7222,216661,BLUE
216679  P       19,19,7222,216679,RED
216703  P       13,13,7223,216703,GOLD
216719  P       29,29,7223,216719,BLUE
216731  P       11,11,7224,216731,RED
216743  P       23,23,7224,216743,GREEN
216751  P       01,01,7225,216751,BLUE
216757  P       07,07,7225,216757,GREEN
216761  P       11,11,7225,216761,RED
216779  P       29,29,7225,216779,BLUE
216781  P       01,01,7226,216781,BLUE
216787  P       07,07,7226,216787,GREEN
216791  P       11,11,7226,216791,RED
216803  P       23,23,7226,216803,GREEN
216829  P       19,19,7227,216829,RED
216841  P       01,01,7228,216841,BLUE
216851  P       11,11,7228,216851,RED
216859  P       19,19,7228,216859,RED
216877  P       07,07,7229,216877,GREEN
216899  P       29,29,7229,216899,BLUE
216901  P       01,01,7230,216901,BLUE
216911  P       11,11,7230,216911,RED
216917  P       17,17,7230,216917,GOLD
216919  P       19,19,7230,216919,RED
216947  P       17,17,7231,216947,GOLD
216967  P       07,07,7232,216967,GREEN
216973  P       13,13,7232,216973,GOLD
216991  P       01,01,7233,216991,BLUE
217001  P       11,11,7233,217001,RED
217003  P       13,13,7233,217003,GOLD
217027  P       07,07,7234,217027,GREEN
217033  P       13,13,7234,217033,GOLD
217057  P       07,07,7235,217057,GREEN
217069  P       19,19,7235,217069,RED
217081  P       01,01,7236,217081,BLUE
217111  P       01,01,7237,217111,BLUE
217117  P       07,07,7237,217117,GREEN
217121  P       11,11,7237,217121,RED
217157  P       17,17,7238,217157,GOLD
217163  P       23,23,7238,217163,GREEN
217169  P       29,29,7238,217169,BLUE
217199  P       29,29,7239,217199,BLUE
217201  P       01,01,7240,217201,BLUE
217207  P       07,07,7240,217207,GREEN
217219  P       19,19,7240,217219,RED
217223  P       23,23,7240,217223,GREEN
217229  P       29,29,7240,217229,BLUE
217241  P       11,11,7241,217241,RED
217253  P       23,23,7241,217253,GREEN
217271  P       11,11,7242,217271,RED
217307  P       17,17,7243,217307,GOLD
217309  P       19,19,7243,217309,RED
217313  P       23,23,7243,217313,GREEN
217319  P       29,29,7243,217319,BLUE
217333  P       13,13,7244,217333,GOLD
217337  P       17,17,7244,217337,GOLD
217339  P       19,19,7244,217339,RED
217351  P       01,01,7245,217351,BLUE
217361  P       11,11,7245,217361,RED
217363  P       13,13,7245,217363,GOLD
217367  P       17,17,7245,217367,GOLD
217369  P       19,19,7245,217369,RED
217387  P       07,07,7246,217387,GREEN
217397  P       17,17,7246,217397,GOLD
217409  P       29,29,7246,217409,BLUE
217411  P       01,01,7247,217411,BLUE
217421  P       11,11,7247,217421,RED
217429  P       19,19,7247,217429,RED
217439  P       29,29,7247,217439,BLUE
217457  P       17,17,7248,217457,GOLD
217463  P       23,23,7248,217463,GREEN
217489  P       19,19,7249,217489,RED
217499  P       29,29,7249,217499,BLUE
217517  P       17,17,7250,217517,GOLD
217519  P       19,19,7250,217519,RED
217559  P       29,29,7251,217559,BLUE
217561  P       01,01,7252,217561,BLUE
217573  P       13,13,7252,217573,GOLD
217577  P       17,17,7252,217577,GOLD
217579  P       19,19,7252,217579,RED
217619  P       29,29,7253,217619,BLUE
217643  P       23,23,7254,217643,GREEN
217661  P       11,11,7255,217661,RED
217667  P       17,17,7255,217667,GOLD
217681  P       01,01,7256,217681,BLUE
217687  P       07,07,7256,217687,GREEN
217691  P       11,11,7256,217691,RED
217697  P       17,17,7256,217697,GOLD
217717  P       07,07,7257,217717,GREEN
217727  P       17,17,7257,217727,GOLD
217733  P       23,23,7257,217733,GREEN
217739  P       29,29,7257,217739,BLUE
217747  P       07,07,7258,217747,GREEN
217771  P       01,01,7259,217771,BLUE
217781  P       11,11,7259,217781,RED
217793  P       23,23,7259,217793,GREEN
217823  P       23,23,7260,217823,GREEN
217829  P       29,29,7260,217829,BLUE
217849  P       19,19,7261,217849,RED
217859  P       29,29,7261,217859,BLUE
217901  P       11,11,7263,217901,RED
217907  P       17,17,7263,217907,GOLD
217909  P       19,19,7263,217909,RED
217933  P       13,13,7264,217933,GOLD
217937  P       17,17,7264,217937,GOLD
217969  P       19,19,7265,217969,RED
217979  P       29,29,7265,217979,BLUE
217981  P       01,01,7266,217981,BLUE
218003  P       23,23,7266,218003,GREEN
218021  P       11,11,7267,218021,RED
218047  P       07,07,7268,218047,GREEN
218069  P       29,29,7268,218069,BLUE
218077  P       07,07,7269,218077,GREEN
218081  P       11,11,7269,218081,RED
218083  P       13,13,7269,218083,GOLD
218087  P       17,17,7269,218087,GOLD
218107  P       07,07,7270,218107,GREEN
218111  P       11,11,7270,218111,RED
218117  P       17,17,7270,218117,GOLD
218131  P       01,01,7271,218131,BLUE
218137  P       07,07,7271,218137,GREEN
218143  P       13,13,7271,218143,GOLD
218149  P       19,19,7271,218149,RED
218171  P       11,11,7272,218171,RED
218191  P       01,01,7273,218191,BLUE
218213  P       23,23,7273,218213,GREEN
218227  P       07,07,7274,218227,GREEN
218233  P       13,13,7274,218233,GOLD
218249  P       29,29,7274,218249,BLUE
218279  P       29,29,7275,218279,BLUE
218287  P       07,07,7276,218287,GREEN
218357  P       17,17,7278,218357,GOLD
218363  P       23,23,7278,218363,GREEN
218371  P       01,01,7279,218371,BLUE
218381  P       11,11,7279,218381,RED
218389  P       19,19,7279,218389,RED
218401  P       01,01,7280,218401,BLUE
218417  P       17,17,7280,218417,GOLD
218419  P       19,19,7280,218419,RED
218423  P       23,23,7280,218423,GREEN
218437  P       07,07,7281,218437,GREEN
218447  P       17,17,7281,218447,GOLD
218453  P       23,23,7281,218453,GREEN
218459  P       29,29,7281,218459,BLUE
218461  P       01,01,7282,218461,BLUE
218479  P       19,19,7282,218479,RED
218509  P       19,19,7283,218509,RED
218513  P       23,23,7283,218513,GREEN
218521  P       01,01,7284,218521,BLUE
218527  P       07,07,7284,218527,GREEN
218531  P       11,11,7284,218531,RED
218549  P       29,29,7284,218549,BLUE
218551  P       01,01,7285,218551,BLUE
218579  P       29,29,7285,218579,BLUE
218591  P       11,11,7286,218591,RED
218599  P       19,19,7286,218599,RED
218611  P       01,01,7287,218611,BLUE
218623  P       13,13,7287,218623,GOLD
218627  P       17,17,7287,218627,GOLD
218629  P       19,19,7287,218629,RED
218641  P       01,01,7288,218641,BLUE
218651  P       11,11,7288,218651,RED
218657  P       17,17,7288,218657,GOLD
218677  P       07,07,7289,218677,GREEN
218681  P       11,11,7289,218681,RED
218711  P       11,11,7290,218711,RED
218717  P       17,17,7290,218717,GOLD
218719  P       19,19,7290,218719,RED
218723  P       23,23,7290,218723,GREEN
218737  P       07,07,7291,218737,GREEN
218749  P       19,19,7291,218749,RED
218761  P       01,01,7292,218761,BLUE
218783  P       23,23,7292,218783,GREEN
218797  P       07,07,7293,218797,GREEN
218809  P       19,19,7293,218809,RED
218819  P       29,29,7293,218819,BLUE
218833  P       13,13,7294,218833,GOLD
218839  P       19,19,7294,218839,RED
218843  P       23,23,7294,218843,GREEN
218849  P       29,29,7294,218849,BLUE
218857  P       07,07,7295,218857,GREEN
218873  P       23,23,7295,218873,GREEN
218887  P       07,07,7296,218887,GREEN
218923  P       13,13,7297,218923,GOLD
218941  P       01,01,7298,218941,BLUE
218947  P       07,07,7298,218947,GREEN
218963  P       23,23,7298,218963,GREEN
218969  P       29,29,7298,218969,BLUE
218971  P       01,01,7299,218971,BLUE
218987  P       17,17,7299,218987,GOLD
218989  P       19,19,7299,218989,RED
218993  P       23,23,7299,218993,GREEN
219001  P       01,01,7300,219001,BLUE
219017  P       17,17,7300,219017,GOLD
219019  P       19,19,7300,219019,RED
219031  P       01,01,7301,219031,BLUE
219041  P       11,11,7301,219041,RED
219053  P       23,23,7301,219053,GREEN
219059  P       29,29,7301,219059,BLUE
219071  P       11,11,7302,219071,RED
219083  P       23,23,7302,219083,GREEN
219091  P       01,01,7303,219091,BLUE
219097  P       07,07,7303,219097,GREEN
219103  P       13,13,7303,219103,GOLD
219119  P       29,29,7303,219119,BLUE
